	input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	CONFERS RESISTANCE TO IMMEDIATE DRUG CLASS	OVERALL CATEGORY OF DRUG CLASS
737	GMGC10.019_134_881.APHD	GMGC10.95nr_block_0021	aph(6)-Ib_1	aph(6)-Ib	resfinder	2021-Mar-27	X05648	abricate	abricate 1.0.1	83.24			1	875					+		94.48						Streptomycin			ARO:3002658	[('ARO:0000040', 'streptomycin')]	['aminoglycoside antibiotic']
738	GMGC10.021_338_602.MBL1	GMGC10.95nr_block_0021	blaL1_3	blaL1	resfinder	2021-Mar-27	EF126059	abricate	abricate 1.0.1	87.43			25	873					+		97.01									ARO:3000582	[]	[]
739	GMGC10.022_457_044.UNKNOWN	GMGC10.95nr_block_0021	blaCME-1_1	blaCME-1	resfinder	2021-Mar-27	AJ006275	abricate	abricate 1.0.1	90.05			1	884					+		99.55									ARO:3004775	[]	[]
740	GMGC10.023_295_369.YBXI	GMGC10.95nr_block_0021	blaOXA-551_1	blaOXA-551	resfinder	2021-Mar-27	KY682753	abricate	abricate 1.0.1	96.96			1	888					+		100.0									ARO:3005775	[]	[]
741	GMGC10.023_779_390.AACC	GMGC10.95nr_block_0021	aac(3)-VIII_3	aac(3)-VIII	resfinder	2021-Mar-27	AJ748131	abricate	abricate 1.0.1	93.51			2	864					+		99.88									ARO:3002542	[('ARO:0000005', 'neomycin')]	['aminoglycoside antibiotic']
742	GMGC10.023_834_859.BLA	GMGC10.95nr_block_0021	blaCTX-M-78_1	blaCTX-M-78	resfinder	2021-Mar-27	AM982522	abricate	abricate 1.0.1	98.63			1	875					+		99.89						Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin			ARO:3001939	[]	[]
743	GMGC10.024_210_772.UNKNOWN	GMGC10.95nr_block_0021	blaCME-1_1	blaCME-1	resfinder	2021-Mar-27	AJ006275	abricate	abricate 1.0.1	91.33			1	888					+		100.0									ARO:3004775	[]	[]
744	GMGC10.024_249_621.MBL1	GMGC10.95nr_block_0021	blaL1_3	blaL1	resfinder	2021-Mar-27	EF126059	abricate	abricate 1.0.1	85.16			1	873					+		99.66									ARO:3000582	[]	[]
745	GMGC10.024_546_529.AACC	GMGC10.95nr_block_0021	aac(3)-VIIa_1	aac(3)-VIIa	resfinder	2021-Mar-27	M22999	abricate	abricate 1.0.1	80.17			27	858					+		95.96									ARO:3002541	[('ARO:3000657', 'paromomycin')]	['aminoglycoside antibiotic']
746	GMGC10.025_527_781.BLA	GMGC10.95nr_block_0021	blaCTX-M-123_1	blaCTX-M-123	resfinder	2021-Mar-27	JN790864	abricate	abricate 1.0.1	100.0			1	876					+		100.0						Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin			ARO:3001982	[]	[]
747	GMGC10.025_809_181.BLA	GMGC10.95nr_block_0021	blaAER-1_1	blaAER-1	resfinder	2021-Mar-27	U14748	abricate	abricate 1.0.1	93.33			1	885					+		96.72									ARO:3002481	[]	[]
748	GMGC10.026_768_321.UNKNOWN	GMGC10.95nr_block_0021	blaGOB-1_1	blaGOB-1	resfinder	2021-Mar-27	EF394442	abricate	abricate 1.0.1	99.43			1	873					+		100.0									ARO:3005696	[]	[]
749	GMGC10.026_771_731.UNKNOWN	GMGC10.95nr_block_0021	blaGOB-13_1	blaGOB-13	resfinder	2021-Mar-27	AY647251	abricate	abricate 1.0.1	84.71			23	873					+		96.81									ARO:3004805	[]	[]
750	GMGC10.026_771_858.UNKNOWN	GMGC10.95nr_block_0021	blaCME-1_1	blaCME-1	resfinder	2021-Mar-27	AJ006275	abricate	abricate 1.0.1	87.68			1	885					+		99.66									ARO:3004775	[]	[]
751	GMGC10.026_777_350.UNKNOWN	GMGC10.95nr_block_0021	blaCME-1_1	blaCME-1	resfinder	2021-Mar-27	AJ006275	abricate	abricate 1.0.1	97.07			1	888					+		100.0									ARO:3004775	[]	[]
752	GMGC10.026_779_337.UNKNOWN	GMGC10.95nr_block_0021	blaGOB-7_1	blaGOB-7	resfinder	2021-Mar-27	AF189297	abricate	abricate 1.0.1	99.47			64	819					+		100.0									ARO:3004814	[]	[]
753	GMGC10.027_771_681.BLA	GMGC10.95nr_block_0021	blaCTX-M-63_1	blaCTX-M-63	resfinder	2021-Mar-27	EU660216	abricate	abricate 1.0.1	100.0			1	873					+		100.0						Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin			ARO:3001924	[]	[]
754	GMGC10.031_929_892.BLA	GMGC10.95nr_block_0021	blaNMC-A_1	blaNMC-A	resfinder	2021-Mar-27	AJ536087	abricate	abricate 1.0.1	94.31			1	879					+		100.0									ARO:3003589	[('ARO:0000058', 'cefazolin'), ('ARO:3000637', 'ampicillin'), ('ARO:0000008', 'cefoxitin')]	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']
755	GMGC10.033_249_710.BLA	GMGC10.95nr_block_0021	blaSME-2_1	blaSME-2	resfinder	2021-Mar-27	AF275256	abricate	abricate 1.0.1	100.0			1	885					+		100.0									ARO:3002380	[]	[]
756	GMGC10.034_566_540.AACC	GMGC10.95nr_block_0021	aac(3)-VIIa_1	aac(3)-VIIa	resfinder	2021-Mar-27	M22999	abricate	abricate 1.0.1	94.0			1	867					+		100.0									ARO:3002541	[('ARO:3000657', 'paromomycin')]	['aminoglycoside antibiotic']
757	GMGC10.034_571_437.UNKNOWN	GMGC10.95nr_block_0021	blaOXA-154_1	blaOXA-154	resfinder	2021-Mar-27	KP771982	abricate	abricate 1.0.1	100.0			1	879					+		100.0						Amoxicillin;Ampicillin;Imipenem;Meropenem;Piperacillin			ARO:3001459	[]	[]
758	GMGC10.034_978_934.UNKNOWN	GMGC10.95nr_block_0021	blaOXA-155_1	blaOXA-155	resfinder	2021-Mar-27	KP771983	abricate	abricate 1.0.1	91.81			1	879					+		100.0									ARO:3001460	[]	[]
759	GMGC10.035_021_997.BLA	GMGC10.95nr_block_0021	blaSED1_1	blaSED1	resfinder	2021-Mar-27	AF321608	abricate	abricate 1.0.1	80.57			102	878					+		87.5									ARO:3003561	[('ARO:3003832', 'ticarcillin'), ('ARO:0000064', 'amoxicillin'), ('ARO:3000704', 'cefalotin'), ('ARO:0000063', 'cefuroxime'), ('ARO:0000078', 'piperacillin')]	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']
760	GMGC10.035_390_738.BLA	GMGC10.95nr_block_0021	blaBKC-1_1	blaBKC-1	resfinder	2021-Mar-27	KP689347	abricate	abricate 1.0.1	81.68			28	894					-		91.93									ARO:3004757	[]	[]
761	GMGC10.035_484_263.VGB	GMGC10.95nr_block_0021	vgb(B)_1	vgb(B)	resfinder	2021-Mar-27	AF015628	abricate	abricate 1.0.1	83.73			1	891					+		100.0						Quinupristin;Pristinamycin_IA;Virginiamycin_S			ARO:3001308	[('ARO:3000681', 'patricin B'), ('ARO:3000679', 'vernamycin C'), ('ARO:3000680', 'patricin A'), ('ARO:3000682', 'ostreogrycin B3'), ('ARO:3000677', 'virginiamycin S2'), ('ARO:3000675', 'pristinamycin IB'), ('ARO:3000584', 'quinupristin'), ('ARO:3000583', 'pristinamycin IA'), ('ARO:3000678', 'pristinamycin IC')]	['streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']
762	GMGC10.036_640_080.BLA	GMGC10.95nr_block_0021	blaBKC-1_1	blaBKC-1	resfinder	2021-Mar-27	KP689347	abricate	abricate 1.0.1	83.08			28	894					-		91.83									ARO:3004757	[]	[]
763	GMGC10.036_938_985.BLA	GMGC10.95nr_block_0021	blaBKC-1_1	blaBKC-1	resfinder	2021-Mar-27	KP689347	abricate	abricate 1.0.1	83.28			34	894					-		91.4									ARO:3004757	[]	[]
764	GMGC10.037_085_608.AACC	GMGC10.95nr_block_0021	aac(3)-VIII_1	aac(3)-VIII	resfinder	2021-Mar-27	AB211959	abricate	abricate 1.0.1	99.77			1	864					+		100.0									ARO:3002542	[('ARO:0000005', 'neomycin')]	['aminoglycoside antibiotic']
765	GMGC10.037_640_871.APHD	GMGC10.95nr_block_0021	aph(6)-Ib_1	aph(6)-Ib	resfinder	2021-Mar-27	X05648	abricate	abricate 1.0.1	80.97			1	878					+		94.48						Streptomycin			ARO:3002658	[('ARO:0000040', 'streptomycin')]	['aminoglycoside antibiotic']
766	GMGC10.037_977_769.UNKNOWN	GMGC10.95nr_block_0021	blaCME-1_1	blaCME-1	resfinder	2021-Mar-27	AJ006275	abricate	abricate 1.0.1	85.63			71	891					+		92.45									ARO:3004775	[]	[]
767	GMGC10.038_139_710.BLA	GMGC10.95nr_block_0021	blaCARB-4_1	blaCARB-4	resfinder	2021-Mar-27	FJ785525	abricate	abricate 1.0.1	99.65			1	867					+		100.0						Ampicillin;Amoxicillin;Piperacillin			ARO:3002243	[]	[]
768	GMGC10.038_221_062.BLA	GMGC10.95nr_block_0021	blaCARB-9_1	blaCARB-9	resfinder	2021-Mar-27	AY248038	abricate	abricate 1.0.1	99.65			1	867					+		100.0						Ampicillin;Amoxicillin;Piperacillin			ARO:3002248	[]	[]
769	GMGC10.040_295_342.UNKNOWN	GMGC10.95nr_block_0021	blaOXA-152_1	blaOXA-152	resfinder	2021-Mar-27	KP771980	abricate	abricate 1.0.1	81.03			136	873					+		86.01									ARO:3001457	[]	[]
770	GMGC10.041_088_390.DIMT1	GMGC10.95nr_block_0021	erm(O)_1	erm(O)	resfinder	2021-Mar-27	M74717	abricate	abricate 1.0.1	82.12			1	775					+		98.21						Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S			ARO:3004652	[('ARO:0000006', 'erythromycin'), ('ARO:0000046', 'lincomycin'), ('ARO:3000145', 'tylosin')]	['macrolide antibiotic', 'lincosamide antibiotic', 'macrolide antibiotic']
771	GMGC10.042_274_141.AACC	GMGC10.95nr_block_0021	aac(3)-VIIa_1	aac(3)-VIIa	resfinder	2021-Mar-27	M22999	abricate	abricate 1.0.1	82.64			22	862					+		97.0									ARO:3002541	[('ARO:3000657', 'paromomycin')]	['aminoglycoside antibiotic']
772	GMGC10.043_077_913.UNKNOWN	GMGC10.95nr_block_0021	blaOXA-SHE_1	blaOXA-SHE	resfinder	2021-Mar-27	AY066004	abricate	abricate 1.0.1	99.19			1	870					+		100.0									ARO:3005934	[]	[]
773	GMGC10.044_443_683.BLA	GMGC10.95nr_block_0021	blaFONA-4_1	blaFONA-4	resfinder	2021-Mar-27	AJ251242	abricate	abricate 1.0.1	88.74			1	888					+		100.0									ARO:3004791	[]	[]
774	GMGC10.045_109_680.AACC	GMGC10.95nr_block_0021	aac(3)-VIIa_1	aac(3)-VIIa	resfinder	2021-Mar-27	M22999	abricate	abricate 1.0.1	84.38			27	858					+		95.96									ARO:3002541	[('ARO:3000657', 'paromomycin')]	['aminoglycoside antibiotic']
775	GMGC10.045_246_614.AACC	GMGC10.95nr_block_0021	aac(3)-VIIa_1	aac(3)-VIIa	resfinder	2021-Mar-27	M22999	abricate	abricate 1.0.1	80.76			1	870					+		99.65									ARO:3002541	[('ARO:3000657', 'paromomycin')]	['aminoglycoside antibiotic']
776	GMGC10.045_284_715.AACC	GMGC10.95nr_block_0021	aac(3)-VIIa_1	aac(3)-VIIa	resfinder	2021-Mar-27	M22999	abricate	abricate 1.0.1	82.17			1	847					+		97.69									ARO:3002541	[('ARO:3000657', 'paromomycin')]	['aminoglycoside antibiotic']
777	GMGC10.045_546_566.AACC	GMGC10.95nr_block_0021	aac(3)-VIIa_1	aac(3)-VIIa	resfinder	2021-Mar-27	M22999	abricate	abricate 1.0.1	96.19			1	867					+		100.0									ARO:3002541	[('ARO:3000657', 'paromomycin')]	['aminoglycoside antibiotic']
778	GMGC10.046_255_186.BLA	GMGC10.95nr_block_0021	blaRAHN-2_2	blaRAHN-2	resfinder	2021-Mar-27	HM114350	abricate	abricate 1.0.1	97.64			1	888					+		100.0									ARO:3006980	[]	[]
779	GMGC10.046_405_304.VGB	GMGC10.95nr_block_0021	vgb(A)_1	vgb(A)	resfinder	2021-Mar-27	M20129	abricate	abricate 1.0.1	87.5			1	879					+		97.22						Quinupristin;Pristinamycin_IA;Virginiamycin_S			ARO:3001307	[('ARO:3000681', 'patricin B'), ('ARO:3000679', 'vernamycin C'), ('ARO:3000680', 'patricin A'), ('ARO:3000682', 'ostreogrycin B3'), ('ARO:3000677', 'virginiamycin S2'), ('ARO:3000675', 'pristinamycin IB'), ('ARO:3000584', 'quinupristin'), ('ARO:3000583', 'pristinamycin IA'), ('ARO:3000678', 'pristinamycin IC')]	['streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']
780	GMGC10.046_413_300.BLA	GMGC10.95nr_block_0021	blaSED1_1	blaSED1	resfinder	2021-Mar-27	AF321608	abricate	abricate 1.0.1	99.1			1	888					+		100.0									ARO:3003561	[('ARO:3003832', 'ticarcillin'), ('ARO:0000064', 'amoxicillin'), ('ARO:3000704', 'cefalotin'), ('ARO:0000063', 'cefuroxime'), ('ARO:0000078', 'piperacillin')]	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']
781	GMGC10.002_228_660.APHD	GMGC10.95nr_block_0022	aph(6)-Ib_1	aph(6)-Ib	resfinder	2021-Mar-27	X05648	abricate	abricate 1.0.1	81.86			1	913					+		98.59						Streptomycin			ARO:3002658	[('ARO:0000040', 'streptomycin')]	['aminoglycoside antibiotic']
782	GMGC10.004_192_507.AACA-APHD	GMGC10.95nr_block_0022	aph(2'')-Ib_2	aph(2'')-Ib	resfinder	2021-Mar-27	AF207840	abricate	abricate 1.0.1	100.0			1	900					+		100.0						Amikacin;Gentamicin;Tobramycin			ARO:3002635	[('ARO:3003675', 'plazomicin')]	['aminoglycoside antibiotic']
783	GMGC10.004_432_995.UNKNOWN	GMGC10.95nr_block_0022	blaOXA-184_1	blaOXA-184	resfinder	2021-Mar-27	JQ396378	abricate	abricate 1.0.1	99.87			166	912					+		100.0									ARO:3001476	[]	[]
784	GMGC10.004_790_841.APHD	GMGC10.95nr_block_0022	aph(6)-Ia_1	aph(6)-Ia	resfinder	2021-Mar-27	AY971801	abricate	abricate 1.0.1	100.0			1	924					+		100.0						Streptomycin			ARO:3002657	[('ARO:0000040', 'streptomycin')]	['aminoglycoside antibiotic']
785	GMGC10.005_751_584.AADK	GMGC10.95nr_block_0022	aadE-Cc_1	aadE-Cc	resfinder	2021-Mar-27	CP013733	abricate	abricate 1.0.1	96.22			1	900					+		100.0						Streptomycin			ARO:3002627	[('ARO:0000040', 'streptomycin')]	['aminoglycoside antibiotic']
786	GMGC10.006_684_430.UNKNOWN	GMGC10.95nr_block_0022	mph(N)_1	mph(N)	resfinder	2021-Mar-27	KF648874	abricate	abricate 1.0.1	88.84			1	905					+		99.56						Erythromycin			ARO:3000318	[('ARO:3000176', 'dirithromycin'), ('ARO:3000158', 'azithromycin'), ('ARO:0000065', 'clarithromycin'), ('ARO:0000027', 'roxithromycin'), ('ARO:0000006', 'erythromycin'), ('ARO:3000867', 'oleandomycin'), ('ARO:3000145', 'tylosin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000156', 'spiramycin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
787	GMGC10.007_212_479.UNKNOWN	GMGC10.95nr_block_0022	blaPER-2_1	blaPER-2	resfinder	2021-Mar-27	X93314	abricate	abricate 1.0.1	100.0			1	927					+		100.0									ARO:3002364	[]	[]
788	GMGC10.007_232_686.UNKNOWN	GMGC10.95nr_block_0022	mph(N)_1	mph(N)	resfinder	2021-Mar-27	KF648874	abricate	abricate 1.0.1	80.83			11	881					+		95.82						Erythromycin			ARO:3000318	[('ARO:3000176', 'dirithromycin'), ('ARO:3000158', 'azithromycin'), ('ARO:0000065', 'clarithromycin'), ('ARO:0000027', 'roxithromycin'), ('ARO:0000006', 'erythromycin'), ('ARO:3000867', 'oleandomycin'), ('ARO:3000145', 'tylosin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000156', 'spiramycin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
789	GMGC10.007_395_925.UNKNOWN	GMGC10.95nr_block_0022	mph(J)_1	mph(J)	resfinder	2021-Mar-27	KY753883	abricate	abricate 1.0.1	97.09			1	927					+		100.0						Erythromycin;Tylosin			ARO:3004544	[('ARO:0000006', 'erythromycin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000145', 'tylosin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
790	GMGC10.007_686_092.APHD	GMGC10.95nr_block_0022	aph(6)-Ib_1	aph(6)-Ib	resfinder	2021-Mar-27	X05648	abricate	abricate 1.0.1	81.38			1	911					+		98.38						Streptomycin			ARO:3002658	[('ARO:0000040', 'streptomycin')]	['aminoglycoside antibiotic']
791	GMGC10.008_336_867.BLA	GMGC10.95nr_block_0022	hugA_1	hugA	resfinder	2021-Mar-27	AF324468	abricate	abricate 1.0.1	90.3			1	897					+		100.0									ARO:3004789	[]	[]
792	GMGC10.011_172_538.UNKNOWN	GMGC10.95nr_block_0022	blaPER-6_1	blaPER-6	resfinder	2021-Mar-27	GQ396303	abricate	abricate 1.0.1	81.66			1	927					+		100.0									ARO:3002368	[]	[]
793	GMGC10.011_886_069.UNKNOWN	GMGC10.95nr_block_0022	mph(J)_1	mph(J)	resfinder	2021-Mar-27	KY753883	abricate	abricate 1.0.1	92.12			1	927					+		100.0						Erythromycin;Tylosin			ARO:3004544	[('ARO:0000006', 'erythromycin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000145', 'tylosin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
794	GMGC10.013_202_745.UNKNOWN	GMGC10.95nr_block_0022	mph(C)_1	mph(C)	resfinder	2021-Mar-27	AB013298	abricate	abricate 1.0.1	89.89			1	900					+		100.0						Erythromycin;Spiramycin;Telithromycin			ARO:3000319	[('ARO:3000176', 'dirithromycin'), ('ARO:3000158', 'azithromycin'), ('ARO:0000065', 'clarithromycin'), ('ARO:0000027', 'roxithromycin'), ('ARO:0000006', 'erythromycin'), ('ARO:3000867', 'oleandomycin'), ('ARO:3000145', 'tylosin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000156', 'spiramycin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
795	GMGC10.013_327_435.APHD	GMGC10.95nr_block_0022	aph(6)-Ib_1	aph(6)-Ib	resfinder	2021-Mar-27	X05648	abricate	abricate 1.0.1	82.86			35	912					+		94.7						Streptomycin			ARO:3002658	[('ARO:0000040', 'streptomycin')]	['aminoglycoside antibiotic']
796	GMGC10.013_354_602.BLA	GMGC10.95nr_block_0022	blaTEM-1B_1	blaTEM-1B	resfinder	2021-Mar-27	AY458016	abricate	abricate 1.0.1	99.88			47	906					+		99.88						Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin			ARO:3000873	[('ARO:0000058', 'cefazolin'), ('ARO:3000637', 'ampicillin'), ('ARO:3000704', 'cefalotin'), ('ARO:0000064', 'amoxicillin')]	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']
797	GMGC10.013_438_294.BLA	GMGC10.95nr_block_0022	hugA_1	hugA	resfinder	2021-Mar-27	AF324468	abricate	abricate 1.0.1	91.03			1	891					+		99.33									ARO:3004789	[]	[]
798	GMGC10.014_722_115.APHD	GMGC10.95nr_block_0022	aph(6)-Ib_1	aph(6)-Ib	resfinder	2021-Mar-27	X05648	abricate	abricate 1.0.1	81.5			72	860					+		85.39						Streptomycin			ARO:3002658	[('ARO:0000040', 'streptomycin')]	['aminoglycoside antibiotic']
799	GMGC10.014_751_017.BLA	GMGC10.95nr_block_0022	blaSGM-4_1	blaSGM-4	resfinder	2021-Mar-27	CP002798	abricate	abricate 1.0.1	96.72			2	916					+		98.39									ARO:3006990	[]	[]
800	GMGC10.015_748_879.UNKNOWN	GMGC10.95nr_block_0022	mph(B)_1	mph(B)	resfinder	2021-Mar-27	D85892	abricate	abricate 1.0.1	85.05			1	896					+		98.57						Erythromycin;Spiramycin;Telithromycin			ARO:3000318	[('ARO:3000176', 'dirithromycin'), ('ARO:3000158', 'azithromycin'), ('ARO:0000065', 'clarithromycin'), ('ARO:0000027', 'roxithromycin'), ('ARO:0000006', 'erythromycin'), ('ARO:3000867', 'oleandomycin'), ('ARO:3000145', 'tylosin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000156', 'spiramycin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
801	GMGC10.016_505_422.UNKNOWN	GMGC10.95nr_block_0022	mph(N)_1	mph(N)	resfinder	2021-Mar-27	KF648874	abricate	abricate 1.0.1	89.51			1	896					+		98.57						Erythromycin			ARO:3000318	[('ARO:3000176', 'dirithromycin'), ('ARO:3000158', 'azithromycin'), ('ARO:0000065', 'clarithromycin'), ('ARO:0000027', 'roxithromycin'), ('ARO:0000006', 'erythromycin'), ('ARO:3000867', 'oleandomycin'), ('ARO:3000145', 'tylosin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000156', 'spiramycin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
802	GMGC10.016_584_301.YCBJ	GMGC10.95nr_block_0022	mph(K)_1	mph(K)	resfinder	2021-Mar-27	NC_000964	abricate	abricate 1.0.1	91.64			1	921					+		100.0						Spiramycin;Telithromycin				[]	[]
803	GMGC10.017_219_553.UNKNOWN	GMGC10.95nr_block_0022	mph(J)_1	mph(J)	resfinder	2021-Mar-27	KY753883	abricate	abricate 1.0.1	92.67			1	927					+		100.0						Erythromycin;Tylosin			ARO:3004544	[('ARO:0000006', 'erythromycin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000145', 'tylosin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
804	GMGC10.017_637_203.BLA	GMGC10.95nr_block_0022	hugA_1	hugA	resfinder	2021-Mar-27	AF324468	abricate	abricate 1.0.1	99.0			1	897					+		100.0									ARO:3004789	[]	[]
805	GMGC10.017_638_453.BLA	GMGC10.95nr_block_0022	hugA_1	hugA	resfinder	2021-Mar-27	AF324468	abricate	abricate 1.0.1	87.62			1	897					+		100.0									ARO:3004789	[]	[]
806	GMGC10.017_674_129.YBXI	GMGC10.95nr_block_0022	blaOXA-396_1	blaOXA-396	resfinder	2021-Mar-27	AY306134	abricate	abricate 1.0.1	100.0			115	903					+		100.0						Amoxicillin;Ampicillin;Meropenem			ARO:3001582	[]	[]
807	GMGC10.018_028_874.YCBJ	GMGC10.95nr_block_0022	mph(K)_1	mph(K)	resfinder	2021-Mar-27	NC_000964	abricate	abricate 1.0.1	92.72			1	921					+		100.0						Spiramycin;Telithromycin				[]	[]
808	GMGC10.018_851_450.UNKNOWN	GMGC10.95nr_block_0022	blaZ_12	blaZ	resfinder	2021-Mar-27	M15195	abricate	abricate 1.0.1	88.47			3	921					+		96.53						Amoxicillin;Ampicillin;Penicillin;Piperacillin			ARO:3004749	[]	[]
809	GMGC10.018_957_011.APHD	GMGC10.95nr_block_0022	aph(6)-Ib_1	aph(6)-Ib	resfinder	2021-Mar-27	X05648	abricate	abricate 1.0.1	80.54			13	858					+		90.8						Streptomycin			ARO:3002658	[('ARO:0000040', 'streptomycin')]	['aminoglycoside antibiotic']
810	GMGC10.020_421_692.UNKNOWN	GMGC10.95nr_block_0022	mph(J)_1	mph(J)	resfinder	2021-Mar-27	KY753883	abricate	abricate 1.0.1	92.67			1	927					+		100.0						Erythromycin;Tylosin			ARO:3004544	[('ARO:0000006', 'erythromycin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000145', 'tylosin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
811	GMGC10.020_828_959.ERMX	GMGC10.95nr_block_0022	erm(30)_1	erm(30)	resfinder	2021-Mar-27	AF079138	abricate	abricate 1.0.1	86.89			1	891					+		88.13						Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S			ARO:3001265	[('ARO:3001232', 'methymycin'), ('ARO:3001233', 'pikromycin'), ('ARO:3001226', 'narbomycin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
812	GMGC10.022_556_262.UNKNOWN	GMGC10.95nr_block_0022	blaTLA-1_1	blaTLA-1	resfinder	2021-Mar-27	AF148067	abricate	abricate 1.0.1	90.54			1	930					+		95.87									ARO:3003202	[]	[]
813	GMGC10.023_733_347.UNKNOWN	GMGC10.95nr_block_0022	mph(C)_2	mph(C)	resfinder	2021-Mar-27	AF167161	abricate	abricate 1.0.1	91.44			1	900					+		100.0						Erythromycin;Spiramycin;Telithromycin			ARO:3000319	[('ARO:3000176', 'dirithromycin'), ('ARO:3000158', 'azithromycin'), ('ARO:0000065', 'clarithromycin'), ('ARO:0000027', 'roxithromycin'), ('ARO:0000006', 'erythromycin'), ('ARO:3000867', 'oleandomycin'), ('ARO:3000145', 'tylosin'), ('ARO:0000057', 'telithromycin'), ('ARO:3000156', 'spiramycin')]	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic']
814	GMGC10.024_730_683.BLA	GMGC10.95nr_block_0022	hugA_1	hugA	resfinder	2021-Mar-27	AF324468	abricate	abricate 1.0.1	88.71			1	867					+		96.54									ARO:3004789	[]	[]
815	GMGC10.024_941_997.YBXI	GMGC10.95nr_block_0022	blaOXA-307_1	blaOXA-307	resfinder	2021-Mar-27	NG_050611	abricate	abricate 1.0.1	100.0			82	918					+		100.0										[]	[]
